92.4007	1.61188	104.699	10.6374
164.624	29.3484	161.53	0.394724
299.78	70.4832	296.361	0.406112
366.19	0.61799	366.412	58.1364
373.845	0.622262	374.068	59.3762
376.984	89.3657	377.711	0.611381
406.691	0.622117	406.619	99.3748
415.58	0.569976	413.47	98.1595
456.267	0.618081	456.011	23.1294
457.413	64.4022	460.642	0.56265
465.103	0.416984	460.609	65.7099
465.603	99.4446	471.207	0.587147
481.539	0.518461	474.896	99.41
509.444	96.9964	518.331	0.413908
540.282	0.461016	534.093	60.5959
566.611	115.59	581.879	0.459785
591.104	0.340577	573.662	124.275
359.936	19.3799	359.82	3.12182
251.358	4.30607	253.605	28.1974
402.188	54.375	402.188	4.375
433.157	58.1778	434.278	4.39904
338.026	56.9344	335.768	5.61872
176.793	10.4528	196.867	11.9758
568.137	9.87018	549.368	10.3356
616.205	74.679	627.047	9.40362
189.891	39.7176	214.22	12.7397
212.699	12.0674	233.656	36.4185
567.422	25.7018	569.559	10.4754
547.699	11.9605	546.145	26.929
196.896	15.188	176.882	14.224
488.127	15.7231	504.398	15.3287
170.605	17.4282	191.872	18.1995
364.164	24.1131	349.179	22.7016
348.139	29.8182	364.384	30.093
450.025	31.8175	446.89	64.4964
360.647	56.8818	360.515	33.1187
441.114	33.1162	440.811	59.3771
234.005	37.0582	249.897	55.0188
171.496	61.4463	191.838	40.6183
624.766	48.1954	620.938	69.4314
195.408	58.1252	179.824	67.6131
255.805	58.0032	261.032	119.34
374.255	59.5413	300.571	63.3276
253.273	60.0022	238.227	63.5572
399.468	59.3417	398.64	88.1039
430.76	101.93	432.447	59.2987
234.769	69.2538	254.295	62.8795
195.628	65.691	223.184	64.2697
335.626	64.3964	369.376	63.1469
462.696	62.9887	459.722	99.6063
178.694	74.1208	196.506	66.0605
533.752	64.1786	528.614	113.176
371.891	67.0977	299.314	72.2692
402.188	88.125	402.188	68.125
175.96	96.0353	170.853	69.0947
453.432	99.6146	455.886	70.8607
619.317	72.3295	643.124	73.1454
200.248	74.8557	179.468	80.9427
673.137	73.7126	728.142	74.738
235.431	78.2	254.486	75.0477
728.149	78.0799	620.616	76.1228
179.187	84.3054	231.866	76.8108
255.655	82.2112	239.425	83.6799
342.984	88.8903	366.071	82.1556
213.107	89.0956	179.335	91.2487
125.939	94.9672	107.268	86.052
327.221	93.3235	342.541	89.6616
372.901	90.1747	398.011	92.9175
399.422	89.5388	379.351	88.6765
194.415	95.9083	230.646	90.7715
360.54	122.234	352.896	93.7653
374.818	94.923	381.992	125.001
382.706	118.136	382.965	98.1068
510.641	99.7256	429.329	103.328
526.598	108.611	508.15	98.0812
405.645	101.338	421.873	101.93
179.849	131.798	174.96	101.578
352.052	109.914	319.367	106.961
461.933	113.572	526.857	111.345
211.908	112.016	239.459	112.846
258.143	110.773	241.983	112.756
421.868	112.37	461.895	112.916
239.521	112.878	255.393	122.267
526.942	114.616	568.176	117.356
316.869	120.067	343.101	119.767
461.898	116.975	431.745	123.803
544.449	123.318	463.072	117.626
300.53	121.636	315.708	120.664
256.911	122.953	289.416	121.871
390.607	120.891	414.417	122.496
571.907	125.205	545.429	123.162
320.606	122.923	301.788	124.711
260.324	124.853	266.034	143.384
288.14	125.026	264.374	125.562
293.643	159.521	291.051	124.344
298.884	124.405	300.946	158.182
415.723	127.311	396.8	131.541
529.516	148.453	579.891	126.826
344.403	133.28	326.885	133.624
310.195	153.341	308.708	133.174
321.806	138.979	358.022	141.902
571.846	138.473	728.26	151.501
183.273	155.774	181.025	139.152
387.007	142.042	463.343	151.335
496.963	143.734	527.972	147.99
728.461	160.918	559.363	144.495
486.683	160.926	391.744	149.187
157.979	148.555	143.007	151.212
281.911	149.544	267.052	152.707
