350.391	148.431	214.452	182.185
527.482	149.573	545.629	154.36
464.183	151.247	489.431	153.833
126.96	153.647	79.2935	161.372
199.384	180.978	191.677	153.893
545.964	154.32	605.815	169.893
472.668	196.666	491.293	156.035
412.092	161.339	356.867	178.097
75.5289	162.48	54.1936	165.656
401.919	170.748	424.236	162.737
208.132	174.357	197.465	163.78
66.9403	170.152	48.0089	171.742
86.8546	171.173	68.0841	170.474
108.258	182.505	168.216	169.806
48.2369	171.363	26.7236	174.627
101.568	175.596	86.8683	171.902
165.752	173.734	133.102	180.516
25.7435	174.959	0.757854	180.03
328.852	196.647	387.03	176.062
609.998	175.385	592.588	220.898
30.6538	179.598	51.8723	176.854
457.964	185.16	475.87	178.969
351.922	179.532	330.349	185.947
132.676	180.827	109.33	185.394
111.952	202.194	196.856	181.794
214.223	182.534	199.251	186.393
300.67	183.158	283.147	183.767
315.074	194.987	301.264	182.554
110.031	199.493	107.066	184.586
200.946	185.674	173.28	192.502
224.661	287.175	457.389	185.195
281.111	185.174	294.948	200.094
455.213	198.638	475.457	189.022
162.703	195.218	112.756	207.924
331.789	201.618	350.538	195.363
312.904	202.47	328.265	197.292
290.879	200.055	269.368	208.107
427.9	211.364	446.365	203.219
465.405	231.601	470.527	204.124
709.362	208.221	690.617	205.683
214.359	210.432	240.534	208.272
367.922	213.66	349.26	218.973
246.884	220.654	264.22	215.137
253.336	220.175	267.008	226.592
377.246	234.147	403.736	221.952
591.353	220.931	566.843	279.362
194.578	228.713	211.755	222.778
51.2457	224.926	105.764	243.978
453.13	227.652	415.634	227.26
414.477	228.464	396.701	233.794
399.291	240.07	456.617	231.413
156.778	232.818	134.522	239.842
254.498	236.321	218.277	242.735
220.599	245.498	250.862	239.276
345.582	238.021	326.941	245.784
436.726	238.18	451.478	277.807
70.5992	244.465	54.2511	239.81
425.685	239.689	409.314	242.806
440.26	282.865	427.54	239.547
484.744	268.181	467.031	239.279
302.308	270.201	359.562	242.258
199.53	242.266	218.345	245.655
47.0989	249.358	65.69	245.983
106.158	244.152	224.769	287.036
161.809	242.922	144.507	248.532
413.093	244.373	411.012	279.324
25.2054	266.325	47.4578	249.36
202.685	253.312	227.631	257.393
227.879	256.53	249.389	253.216
414.856	275.656	416.294	253.168
225.463	261.604	198.09	257.084
124.485	259.134	144.334	268.214
271.997	274.633	303.362	259.879
118.246	261.392	70.3605	268.949
145.538	274.596	114.852	262.601
260.699	260.854	244.161	266.215
210.686	262.051	188.997	269.528
477.717	270.534	462.085	265.029
448.073	264.55	490.859	277.344
494.428	275.496	478.78	269.037
69.7093	269.288	34.0613	279.533
8.63186	281.325	24.8626	269.572
290.476	274.969	306.471	271.342
395.747	277.036	360.626	273.112
194.577	280.099	175.728	272.857
131.301	282.639	146.661	277.487
264.059	288.863	289.893	276.727
358.06	275.973	420.499	287.555
33.7254	279.481	12.8381	288.727
243.746	286.896	260.83	278.544
429.401	282.998	414.272	279.873
567.967	279.831	562.161	309.674
534.446	281.358	506.843	284.047
159.133	281.95	174.588	331.809
220.566	289.533	199.469	281.623
463.237	282.367	480.725	284.944
14.4962	349.626	0.272279	285.703
175.707	355.98	154.21	285.295
174.35	285.692	214.309	300.8
229.401	294.429	243.516	287.694
228.383	306.169	263.787	289.384
497.28	287.267	478.322	294.867
489.13	305.918	551.687	289.889
10.296	290.943	14.4074	311.373
131.357	302.742	112.223	291.293
192.125	305.408	179.952	291.374
199.263	295.645	203.333	318.087
309.369	297.111	293.127	297.206
213.216	300.411	227.565	306.499
206.146	357.015	195.859	303.32
139.107	304.437	146.118	334.838
78.806	323.95	131.774	306.568
139.548	330.837	134.585	305.584
563.084	309.096	568.048	330.643
195.392	318.173	200.834	344.332
188.348	319.328	196.811	359.123
25.5232	323.27	65.5836	326.193
62.8697	325.469	79.6997	322.413
405.542	353.189	380.389	320.808
204.722	323.076	207.002	339.357
16.9669	327.172	25.8599	361.815
174.681	332.142	185.808	371.469
20.1757	369.878	14.3652	350.258
428.159	374.34	407.15	354.09
179.254	379.388	176.727	356.614
527.324	360.928	506.256	368.607
215.26	367.243	199.619	373.715
96.8795	369.452	78.0477	370.552
29.188	371.912	32.975	390.904
60.5506	372.313	34.2919	374.717
214.842	404.294	209.189	371.908
37.2862	433.921	20.9065	373.957
199.603	374.033	205.208	398.222
490.409	385.881	539.552	375.186
543.047	374.379	543.931	393.205
203.899	399.055	165.078	379.195
207.823	381.93	211.943	404.362
161.723	383.751	177.862	393.207
428.184	394.728	457.977	389.742
526.874	389.373	502.873	398.728
33.4414	391.478	40.4367	419.106
390.551	401.493	419.428	395.896
181.968	397.981	199.459	409.245
424.476	397.417	384.467	404.869
495.564	396.972	532.529	420.319
384.114	407.965	429.188	399.617
476.623	403.074	468.266	444.403
468.219	407.985	391.879	414.426
275.272	443.678	219.45	408.008
455.77	476.645	469.431	410.896
563.823	451.695	486.321	411.698
209.933	417.769	225.596	423.209
530.627	421.083	565.323	442.367
233.767	420.98	249.822	432.503
443.14	422.383	418.125	423.132
413.125	423.125	394.354	423.787
225.957	423.785	245.002	434.512
504.298	437.081	485.405	429.96
246.682	432.702	272.221	448.828
477.922	436.829	464.063	498.054
533.572	440.975	555.1	451.664
578.466	445.563	576.92	468.298
448.772	498.602	439.45	486.816
